,Player,Age,Team,Shot Type,FGM,FGA,FG%,X Coordinate,Y Coordinate
757,Henri Drell,24,CHI,Paint (-Rest),0,2,0.0,-10,50
758,Herbert Jones,25,NOP,Paint (-Rest),24,70,34.3,-10,50
759,Hunter Tyson,24,DEN,Paint (-Rest),1,1,100.0,-10,50
760,Ibou Badji,21,POR,Paint (-Rest),0,5,0.0,-10,50
761,Immanuel Quickley,25,TOR,Paint (-Rest),92,218,42.2,-10,50
762,Isaac Okoro,23,CLE,Paint (-Rest),22,58,37.9,-10,50
763,Isaiah Hartenstein,26,NYK,Paint (-Rest),49,94,52.1,-10,50
764,Isaiah Jackson,22,IND,Paint (-Rest),16,42,38.1,-10,50
765,Isaiah Joe,24,OKC,Paint (-Rest),10,23,43.5,-10,50
766,Isaiah Livers,25,DET,Paint (-Rest),1,5,20.0,-10,50
767,Isaiah Mobley,24,CLE,Paint (-Rest),0,4,0.0,-10,50
768,Isaiah Stewart,23,DET,Paint (-Rest),25,54,46.3,-10,50
769,Isaiah Thomas,35,PHX,Paint (-Rest),0,2,0.0,-10,50
770,Ish Smith,35,CHA,Paint (-Rest),23,60,38.3,-10,50
771,Ish Wainright,29,PHX,Paint (-Rest),0,2,0.0,-10,50
772,Ivica Zubac,27,LAC,Paint (-Rest),124,198,62.6,-10,50
773,Izaiah Brockington,24,NOP,Paint (-Rest),0,0,0.0,-10,50
774,JD Davison,21,BOS,Paint (-Rest),0,2,0.0,-10,50
775,JT Thor,21,CHA,Paint (-Rest),4,17,23.5,-10,50
776,Ja Morant,24,MEM,Paint (-Rest),24,46,52.2,-10,50
777,JaVale McGee,36,SAC,Paint (-Rest),20,45,44.4,-10,50
778,Jabari Smith Jr.,21,HOU,Paint (-Rest),55,132,41.7,-10,50
779,Jabari Walker,21,POR,Paint (-Rest),26,98,26.5,-10,50
780,Jack White,26,OKC,Paint (-Rest),0,1,0.0,-10,50
781,Jacob Gilyard,25,BKN,Paint (-Rest),2,4,50.0,-10,50
782,Jacob Toppin,24,NYK,Paint (-Rest),0,1,0.0,-10,50
