,Player,Age,Team,Shot Type,FGM,FGA,FG%,X Coordinate,Y Coordinate
2549,Josh Hart,29,NYK,Right Corner,14,39,35.9,235,0
2550,Josh Minott,21,MIN,Right Corner,0,0,0.0,235,0
2551,Josh Okogie,25,PHX,Right Corner,6,26,23.1,235,0
2552,Josh Richardson,30,MIA,Right Corner,6,20,30.0,235,0
2553,Jrue Holiday,34,BOS,Right Corner,25,40,62.5,235,0
2554,Juan Toscano-Anderson,31,SAC,Right Corner,1,1,100.0,235,0
2555,Jules Bernard,24,WAS,Right Corner,1,2,50.0,235,0
2556,Julian Champagnie,23,SAS,Right Corner,14,44,31.8,235,0
2557,Julian Phillips,20,CHI,Right Corner,7,13,53.8,235,0
2558,Julian Strawther,22,DEN,Right Corner,3,6,50.0,235,0
2559,Julius Randle,29,NYK,Right Corner,11,18,61.1,235,0
2560,Justin Champagnie,23,WAS,Right Corner,3,8,37.5,235,0
2561,Justin Holiday,35,DEN,Right Corner,18,37,48.6,235,0
2562,Justin Minaya,25,POR,Right Corner,1,5,20.0,235,0
2563,Jusuf Nurkic,29,PHX,Right Corner,0,3,0.0,235,0
2564,KJ Martin,23,PHI,Right Corner,1,5,20.0,235,0
2565,Kaiser Gates,27,NOP,Right Corner,0,0,0.0,235,0
2566,Karl-Anthony Towns,28,MIN,Right Corner,3,8,37.5,235,0
2567,Kawhi Leonard,33,LAC,Right Corner,14,31,45.2,235,0
2568,Keegan Murray,23,SAC,Right Corner,13,55,23.6,235,0
2569,Keita Bates-Diop,28,BKN,Right Corner,6,20,30.0,235,0
2570,Keldon Johnson,24,SAS,Right Corner,16,59,27.1,235,0
2571,Kelly Olynyk,33,TOR,Right Corner,7,18,38.9,235,0
2572,Kelly Oubre Jr.,28,PHI,Right Corner,15,60,25.0,235,0
2573,Kendall Brown,21,IND,Right Corner,0,0,0.0,235,0
2574,Kenneth Lofton Jr.,21,UTA,Right Corner,1,2,50.0,235,0
2575,Kenrich Williams,29,OKC,Right Corner,7,23,30.4,235,0
2576,Kentavious Caldwell-Pope,31,DEN,Right Corner,30,62,48.4,235,0
2577,Keon Ellis,24,SAC,Right Corner,9,24,37.5,235,0
2578,Keon Johnson,22,BKN,Right Corner,1,1,100.0,235,0
2579,Kessler Edwards,23,SAC,Right Corner,5,10,50.0,235,0
2580,Kevin Durant,35,PHX,Right Corner,15,34,44.1,235,0
2581,Kevin Huerter,25,SAC,Right Corner,16,32,50.0,235,0
2582,Kevin Knox II,24,POR,Right Corner,7,25,28.0,235,0
2583,Kevin Love,35,MIA,Right Corner,4,17,23.5,235,0
2584,Kevon Looney,28,GSW,Right Corner,0,0,0.0,235,0
2585,Keyontae Johnson,24,OKC,Right Corner,1,1,100.0,235,0
2586,Keyonte George,20,UTA,Right Corner,7,24,29.2,235,0
2587,Khris Middleton,32,MIL,Right Corner,5,17,29.4,235,0
2588,Killian Hayes,22,DET,Right Corner,2,11,18.2,235,0
2589,Kira Lewis Jr.,23,UTA,Right Corner,0,5,0.0,235,0
2590,Klay Thompson,34,GSW,Right Corner,23,46,50.0,235,0
2591,Kobe Brown,24,LAC,Right Corner,2,12,16.7,235,0
2592,Kobe Bufkin,20,ATL,Right Corner,1,5,20.0,235,0
2593,Kobi Simmons,26,TOR,Right Corner,0,3,0.0,235,0
2594,Kris Dunn,30,UTA,Right Corner,6,21,28.6,235,0
2595,Kris Murray,23,POR,Right Corner,17,50,34.0,235,0
2596,Kristaps Porzingis,28,BOS,Right Corner,0,6,0.0,235,0
2597,Kyle Anderson,30,MIN,Right Corner,5,19,26.3,235,0
2598,Kyle Kuzma,28,WAS,Right Corner,20,43,46.5,235,0
2599,Kyle Lowry,38,PHI,Right Corner,8,21,38.1,235,0
2600,Kyrie Irving,32,DAL,Right Corner,17,34,50.0,235,0
2601,LaMelo Ball,22,CHA,Right Corner,7,10,70.0,235,0
2602,Lamar Stevens,26,MEM,Right Corner,2,10,20.0,235,0
2603,Landry Shamet,27,WAS,Right Corner,15,30,50.0,235,0
2604,Larry Nance Jr.,31,NOP,Right Corner,8,24,33.3,235,0
2605,Lauri Markkanen,27,UTA,Right Corner,15,38,39.5,235,0
2606,LeBron James,39,LAL,Right Corner,13,23,56.5,235,0
2607,Leaky Black,25,CHA,Right Corner,2,4,50.0,235,0
2608,Leonard Miller,20,MIN,Right Corner,0,1,0.0,235,0
2609,Lester Quinones,23,GSW,Right Corner,4,8,50.0,235,0
2610,Lindell Wigginton,26,MIL,Right Corner,0,0,0.0,235,0
2611,Lindy Waters III,26,OKC,Right Corner,7,12,58.3,235,0
2612,Lonnie Walker IV,25,BKN,Right Corner,12,28,42.9,235,0
2613,Luguentz Dort,25,OKC,Right Corner,23,55,41.8,235,0
2614,Luka Doncic,25,DAL,Right Corner,3,11,27.3,235,0
2615,Luka Garza,25,MIN,Right Corner,0,0,0.0,235,0
2616,Luka Samanic,24,UTA,Right Corner,2,9,22.2,235,0
2617,Luke Kennard,28,MEM,Right Corner,6,12,50.0,235,0
2618,Luke Kornet,28,BOS,Right Corner,0,0,0.0,235,0
2619,Malachi Flynn,26,DET,Right Corner,7,10,70.0,235,0
2620,Malaki Branham,21,SAS,Right Corner,17,39,43.6,235,0
2621,Malcolm Brogdon,31,POR,Right Corner,6,10,60.0,235,0
2622,Malik Beasley,27,MIL,Right Corner,61,131,46.6,235,0
2623,Malik Monk,26,SAC,Right Corner,15,32,46.9,235,0
2624,Malik Williams,25,TOR,Right Corner,0,1,0.0,235,0
2625,Mamadi Diakite,27,NYK,Right Corner,0,0,0.0,235,0
2626,MarJon Beauchamp,23,MIL,Right Corner,10,18,55.6,235,0
2627,Marcus Morris Sr.,34,CLE,Right Corner,7,12,58.3,235,0
2628,Marcus Sasser,23,DET,Right Corner,4,17,23.5,235,0
2629,Marcus Smart,30,MEM,Right Corner,4,14,28.6,235,0
2630,Mark Williams,22,CHA,Right Corner,0,0,0.0,235,0
2631,Markelle Fultz,26,ORL,Right Corner,3,5,60.0,235,0
2632,Markieff Morris,34,DAL,Right Corner,3,4,75.0,235,0
2633,Marques Bolden,26,CHA,Right Corner,0,0,0.0,235,0
2634,Marvin Bagley III,25,WAS,Right Corner,1,5,20.0,235,0
2635,Mason Jones,25,SAC,Right Corner,0,0,0.0,235,0
2636,Mason Plumlee,34,LAC,Right Corner,0,2,0.0,235,0
2637,Matisse Thybulle,27,POR,Right Corner,18,44,40.9,235,0
2638,Matt Hurt,24,MEM,Right Corner,0,3,0.0,235,0
2639,Matt Ryan,27,NOP,Right Corner,9,16,56.3,235,0
2640,Max Christie,21,LAL,Right Corner,6,18,33.3,235,0
2641,Max Strus,28,CLE,Right Corner,12,42,28.6,235,0
2642,Maxi Kleber,32,DAL,Right Corner,3,13,23.1,235,0
2643,Maxwell Lewis,21,LAL,Right Corner,0,0,0.0,235,0
2644,Micah Potter,26,UTA,Right Corner,4,8,50.0,235,0
2645,Michael Porter Jr.,26,DEN,Right Corner,17,35,48.6,235,0
2646,Mikal Bridges,27,BKN,Right Corner,43,105,41.0,235,0
2647,Mike Conley,36,MIN,Right Corner,24,51,47.1,235,0
2648,Mike Muscala,33,OKC,Right Corner,8,14,57.1,235,0
2649,Miles Bridges,26,CHA,Right Corner,12,41,29.3,235,0
2650,Miles McBride,23,NYK,Right Corner,23,50,46.0,235,0
2651,Mitchell Robinson,26,NYK,Right Corner,0,0,0.0,235,0
2652,Mo Bamba,26,PHI,Right Corner,1,5,20.0,235,0
2653,Monte Morris,29,MIN,Right Corner,1,4,25.0,235,0
2654,Moritz Wagner,27,ORL,Right Corner,9,25,36.0,235,0
2655,Moses Brown,24,POR,Right Corner,0,0,0.0,235,0
2656,Moses Moody,22,GSW,Right Corner,8,26,30.8,235,0
2657,Mouhamadou Gueye,25,TOR,Right Corner,0,0,0.0,235,0
2658,Mouhamed Gueye,21,ATL,Right Corner,0,2,0.0,235,0
2659,Moussa Diabate,22,LAC,Right Corner,0,0,0.0,235,0
2660,Myles Turner,28,IND,Right Corner,10,32,31.3,235,0
2661,Maozinha Pereira,23,MEM,Right Corner,1,2,50.0,235,0
2662,Naji Marshall,26,NOP,Right Corner,15,38,39.5,235,0
2663,Nassir Little,24,PHX,Right Corner,3,9,33.3,235,0
2664,Nate Hinton,25,HOU,Right Corner,0,1,0.0,235,0
2665,Nate Williams,25,HOU,Right Corner,0,2,0.0,235,0
2666,Nathan Mensah,26,CHA,Right Corner,0,0,0.0,235,0
2667,Naz Reid,24,MIN,Right Corner,23,56,41.1,235,0
2668,Neemias Queta,24,BOS,Right Corner,0,0,0.0,235,0
2669,Nic Claxton,25,BKN,Right Corner,0,2,0.0,235,0
2670,Nick Richards,26,CHA,Right Corner,0,0,0.0,235,0
2671,Nick Smith Jr.,20,CHA,Right Corner,9,15,60.0,235,0
2672,Nickeil Alexander-Walker,25,MIN,Right Corner,38,76,50.0,235,0
2673,Nicolas Batum,35,PHI,Right Corner,21,52,40.4,235,0
2674,Nikola Jokic,29,DEN,Right Corner,0,3,0.0,235,0
2675,Nikola Jovic,21,MIA,Right Corner,12,25,48.0,235,0
2676,Nikola Vucevic,33,CHI,Right Corner,5,11,45.5,235,0
2677,Noah Clowney,19,BKN,Right Corner,5,13,38.5,235,0
2678,Norman Powell,31,LAC,Right Corner,25,38,65.8,235,0
2679,OG Anunoby,26,NYK,Right Corner,22,54,40.7,235,0
2680,Obi Toppin,26,IND,Right Corner,12,32,37.5,235,0
2681,Ochai Agbaji,24,TOR,Right Corner,19,49,38.8,235,0
2682,Olivier Sarr,25,OKC,Right Corner,1,1,100.0,235,0
2683,Olivier-Maxence Prosper,21,DAL,Right Corner,0,5,0.0,235,0
2684,Omer Yurtseven,26,UTA,Right Corner,2,8,25.0,235,0
2685,Onuralp Bitim,25,CHI,Right Corner,2,5,40.0,235,0
2686,Onyeka Okongwu,23,ATL,Right Corner,16,32,50.0,235,0
2687,Orlando Robinson,23,MIA,Right Corner,2,2,100.0,235,0
2688,Oscar Tshiebwe,24,IND,Right Corner,0,0,0.0,235,0
2689,Oshae Brissett,26,BOS,Right Corner,4,10,40.0,235,0
2690,Otto Porter Jr.,31,TOR,Right Corner,3,8,37.5,235,0
2691,Ousmane Dieng,21,OKC,Right Corner,4,11,36.4,235,0
2692,P.J. Tucker,39,LAC,Right Corner,8,20,40.0,235,0
2693,P.J. Washington,25,DAL,Right Corner,12,50,24.0,235,0
2694,Paolo Banchero,21,ORL,Right Corner,6,16,37.5,235,0
2695,Pascal Siakam,30,IND,Right Corner,19,42,45.2,235,0
2696,Pat Connaughton,31,MIL,Right Corner,20,58,34.5,235,0
2697,Pat Spencer,27,GSW,Right Corner,0,0,0.0,235,0
2698,Patrick Baldwin Jr.,21,WAS,Right Corner,5,11,45.5,235,0
2699,Patrick Beverley,35,MIL,Right Corner,13,33,39.4,235,0
2700,Patrick Williams,22,CHI,Right Corner,13,27,48.1,235,0
2701,Patty Mills,35,MIA,Right Corner,4,13,30.8,235,0
2702,Paul George,34,LAC,Right Corner,19,53,35.8,235,0
2703,Paul Reed,25,PHI,Right Corner,1,7,14.3,235,0
2704,Payton Pritchard,26,BOS,Right Corner,21,48,43.8,235,0
2705,Pete Nance,24,CLE,Right Corner,0,0,0.0,235,0
2706,Peyton Watson,21,DEN,Right Corner,11,37,29.7,235,0
2707,Precious Achiuwa,24,NYK,Right Corner,7,16,43.8,235,0
2708,Quentin Grimes,24,DET,Right Corner,4,19,21.1,235,0
2709,Quenton Jackson,25,IND,Right Corner,0,0,0.0,235,0
2710,R.J. Hampton,23,MIA,Right Corner,0,1,0.0,235,0
2711,RJ Barrett,24,TOR,Right Corner,27,63,42.9,235,0
2712,RaiQuan Gray,24,SAS,Right Corner,0,0,0.0,235,0
2713,Rayan Rupert,20,POR,Right Corner,3,7,42.9,235,0
2714,Reggie Bullock Jr.,33,HOU,Right Corner,7,12,58.3,235,0
2715,Reggie Jackson,34,DEN,Right Corner,14,31,45.2,235,0
2716,Richaun Holmes,30,WAS,Right Corner,0,0,0.0,235,0
2717,Ricky Council IV,22,PHI,Right Corner,2,4,50.0,235,0
2718,Robert Covington,33,PHI,Right Corner,5,10,50.0,235,0
2719,Robert Williams III,26,POR,Right Corner,0,0,0.0,235,0
2720,Robin Lopez,36,MIL,Right Corner,1,1,100.0,235,0
2721,Royce O'Neale,31,PHX,Right Corner,10,26,38.5,235,0
2722,Rudy Gobert,32,MIN,Right Corner,0,0,0.0,235,0
2723,Rui Hachimura,26,LAL,Right Corner,17,42,40.5,235,0
2724,Russell Westbrook,35,LAC,Right Corner,11,37,29.7,235,0
2725,Ryan Arcidiacono,30,NYK,Right Corner,0,1,0.0,235,0
2726,Ryan Rollins,21,MIL,Right Corner,0,0,0.0,235,0
2727,Saben Lee,25,PHX,Right Corner,0,4,0.0,235,0
2728,Saddiq Bey,25,ATL,Right Corner,14,49,28.6,235,0
2729,Sam Hauser,26,BOS,Right Corner,37,72,51.4,235,0
2730,Sam Merrill,28,CLE,Right Corner,13,29,44.8,235,0
2731,Sandro Mamukelashvili,25,SAS,Right Corner,4,11,36.4,235,0
2732,Santi Aldama,23,MEM,Right Corner,10,49,20.4,235,0
2733,Sasha Vezenkov,28,SAC,Right Corner,7,18,38.9,235,0
2734,Scoot Henderson,20,POR,Right Corner,4,14,28.6,235,0
2735,Scottie Barnes,22,TOR,Right Corner,10,23,43.5,235,0
2736,Scotty Pippen Jr.,23,MEM,Right Corner,3,5,60.0,235,0
2737,Seth Curry,33,CHA,Right Corner,5,19,26.3,235,0
2738,Seth Lundy,24,ATL,Right Corner,2,3,66.7,235,0
2739,Shaedon Sharpe,21,POR,Right Corner,3,13,23.1,235,0
2740,Shai Gilgeous-Alexander,25,OKC,Right Corner,1,4,25.0,235,0
2741,Shake Milton,27,NYK,Right Corner,6,16,37.5,235,0
2742,Sidy Cissoko,20,SAS,Right Corner,1,5,20.0,235,0
2743,Simone Fontecchio,28,DET,Right Corner,36,77,46.8,235,0
2744,Skylar Mays,26,LAL,Right Corner,0,4,0.0,235,0
2745,Spencer Dinwiddie,31,LAL,Right Corner,28,56,50.0,235,0
2746,Stanley Umude,25,DET,Right Corner,10,16,62.5,235,0
2747,Stephen Curry,36,GSW,Right Corner,20,36,55.6,235,0
2748,Svi Mykhailiuk,27,BOS,Right Corner,2,7,28.6,235,0
2749,T.J. McConnell,32,IND,Right Corner,4,5,80.0,235,0
2750,T.J. Warren,30,MIN,Right Corner,0,3,0.0,235,0
2751,Taj Gibson,39,DET,Right Corner,0,2,0.0,235,0
2752,Talen Horton-Tucker,23,UTA,Right Corner,4,16,25.0,235,0
2753,Tari Eason,23,HOU,Right Corner,3,12,25.0,235,0
2754,Taurean Prince,30,LAL,Right Corner,26,76,34.2,235,0
2755,Taylor Hendricks,20,UTA,Right Corner,18,43,41.9,235,0
2756,Taze Moore,26,POR,Right Corner,0,0,0.0,235,0
2757,Terance Mann,27,LAC,Right Corner,17,45,37.8,235,0
2758,Terquavion Smith,21,PHI,Right Corner,0,2,0.0,235,0
2759,Terry Rozier,30,MIA,Right Corner,16,52,30.8,235,0
2760,Terry Taylor,24,CHI,Right Corner,1,3,33.3,235,0
2761,Thaddeus Young,36,PHX,Right Corner,0,0,0.0,235,0
2762,Thanasis Antetokounmpo,31,MIL,Right Corner,0,1,0.0,235,0
2763,Theo Maledon,23,PHX,Right Corner,1,4,25.0,235,0
2764,Thomas Bryant,26,MIA,Right Corner,1,5,20.0,235,0
2765,Tim Hardaway Jr.,32,DAL,Right Corner,36,82,43.9,235,0
2766,Timmy Allen,24,MEM,Right Corner,0,1,0.0,235,0
2767,Tobias Harris,31,PHI,Right Corner,20,35,57.1,235,0
2768,Torrey Craig,33,CHI,Right Corner,9,31,29.0,235,0
2769,Tosan Evbuomwan,23,DET,Right Corner,4,10,40.0,235,0
2770,Toumani Camara,24,POR,Right Corner,13,39,33.3,235,0
2771,Trae Young,25,ATL,Right Corner,7,15,46.7,235,0
2772,Trayce Jackson-Davis,24,GSW,Right Corner,0,0,0.0,235,0
2773,Tre Jones,24,SAS,Right Corner,16,41,39.0,235,0
2774,Tre Mann,23,CHA,Right Corner,7,12,58.3,235,0
2775,Trendon Watford,23,BKN,Right Corner,2,11,18.2,235,0
2776,Trent Forrest,26,ATL,Right Corner,0,1,0.0,235,0
2777,Trevelin Queen,27,ORL,Right Corner,0,2,0.0,235,0
2778,Trey Jemison,24,MEM,Right Corner,0,0,0.0,235,0
2779,Trey Lyles,28,SAC,Right Corner,14,38,36.8,235,0
2780,Trey Murphy III,24,NOP,Right Corner,16,48,33.3,235,0
2781,Tristan Thompson,33,CLE,Right Corner,0,0,0.0,235,0
2782,Tristan Vukcevic,21,WAS,Right Corner,0,2,0.0,235,0
2783,Troy Brown Jr.,24,DET,Right Corner,7,24,29.2,235,0
2784,Ty Jerome,26,CLE,Right Corner,0,0,0.0,235,0
2785,TyTy Washington Jr.,22,MIL,Right Corner,1,1,100.0,235,0
2786,Tyler Herro,24,MIA,Right Corner,17,32,53.1,235,0
2787,Tyrese Haliburton,24,IND,Right Corner,11,33,33.3,235,0
2788,Tyrese Maxey,23,PHI,Right Corner,12,21,57.1,235,0
2789,Tyus Jones,28,WAS,Right Corner,12,22,54.5,235,0
2790,Udoka Azubuike,24,PHX,Right Corner,0,0,0.0,235,0
2791,Usman Garuba,22,GSW,Right Corner,0,0,0.0,235,0
2792,Vasilije Micic,30,CHA,Right Corner,0,3,0.0,235,0
2793,Victor Wembanyama,20,SAS,Right Corner,5,11,45.5,235,0
2794,Vince Williams Jr.,23,MEM,Right Corner,9,32,28.1,235,0
2795,Vit Krejci,24,ATL,Right Corner,3,6,50.0,235,0
2796,Walker Kessler,22,UTA,Right Corner,2,7,28.6,235,0
2797,Wendell Carter Jr.,25,ORL,Right Corner,13,37,35.1,235,0
2798,Wendell Moore Jr.,22,MIN,Right Corner,0,2,0.0,235,0
2799,Wenyen Gabriel,27,BOS,Right Corner,1,2,50.0,235,0
2800,Wesley Matthews,37,ATL,Right Corner,5,17,29.4,235,0
2801,Xavier Moon,29,LAC,Right Corner,0,1,0.0,235,0
2802,Xavier Tillman,25,BOS,Right Corner,5,20,25.0,235,0
2803,Yuta Watanabe,29,MEM,Right Corner,5,18,27.8,235,0
2804,Zach Collins,26,SAS,Right Corner,2,6,33.3,235,0
2805,Zach LaVine,29,CHI,Right Corner,5,14,35.7,235,0
2806,Zavier Simpson,27,DET,Right Corner,0,1,0.0,235,0
2807,Zeke Nnaji,23,DEN,Right Corner,2,6,33.3,235,0
2808,Ziaire Williams,22,MEM,Right Corner,17,41,41.5,235,0
2809,Zion Williamson,23,NOP,Right Corner,1,1,100.0,235,0
2810,A.J. Lawson,23,DAL,Above Break,5,18,27.8,-10,250
2811,AJ Green,24,MIL,Above Break,51,130,39.2,-10,250
2812,AJ Griffin,20,ATL,Above Break,8,30,26.7,-10,250
2813,Aaron Gordon,28,DEN,Above Break,20,81,24.7,-10,250
2814,Aaron Holiday,27,HOU,Above Break,61,167,36.5,-10,250
2815,Aaron Nesmith,24,IND,Above Break,77,187,41.2,-10,250
2816,Aaron Wiggins,25,OKC,Above Break,41,73,56.2,-10,250
2817,Adam Flagler,24,OKC,Above Break,1,6,16.7,-10,250
2818,Adama Sanogo,22,CHI,Above Break,0,0,0.0,-10,250
2819,Admiral Schofield,27,ORL,Above Break,4,12,33.3,-10,250
2820,Al Horford,38,BOS,Above Break,61,153,39.9,-10,250
2821,Alec Burks,32,NYK,Above Break,87,232,37.5,-10,250
2822,Aleksej Pokusevski,22,CHA,Above Break,15,38,39.5,-10,250
2823,Alex Caruso,30,CHI,Above Break,85,207,41.1,-10,250
2824,Alex Fudge,21,DAL,Above Break,0,2,0.0,-10,250
2825,Alex Len,31,SAC,Above Break,0,2,0.0,-10,250
2826,Alondes Williams,25,MIA,Above Break,0,4,0.0,-10,250
2827,Alperen Sengun,21,HOU,Above Break,33,107,30.8,-10,250
2828,Amari Bailey,20,CHA,Above Break,0,7,0.0,-10,250
2829,Amen Thompson,21,HOU,Above Break,6,39,15.4,-10,250
2830,Amir Coffey,27,LAC,Above Break,29,82,35.4,-10,250
2831,Andre Drummond,30,CHI,Above Break,0,0,0.0,-10,250
2832,Andre Jackson Jr.,22,MIL,Above Break,7,16,43.8,-10,250
2833,Andrew Funk,24,CHI,Above Break,0,1,0.0,-10,250
2834,Andrew Nembhard,24,IND,Above Break,33,117,28.2,-10,250
2835,Andrew Wiggins,29,GSW,Above Break,74,204,36.3,-10,250
2836,Anfernee Simons,25,POR,Above Break,146,372,39.2,-10,250
2837,Anthony Black,20,ORL,Above Break,17,46,37.0,-10,250
2838,Anthony Davis,31,LAL,Above Break,26,89,29.2,-10,250
2839,Anthony Edwards,22,MIN,Above Break,172,475,36.2,-10,250
2840,Anthony Gill,31,WAS,Above Break,9,27,33.3,-10,250
2841,Armoni Brooks,26,BKN,Above Break,11,29,37.9,-10,250
2842,Ashton Hagans,24,POR,Above Break,6,22,27.3,-10,250
2843,Ausar Thompson,21,DET,Above Break,6,43,14.0,-10,250
2844,Austin Reaves,26,LAL,Above Break,133,354,37.6,-10,250
2845,Ayo Dosunmu,24,CHI,Above Break,62,142,43.7,-10,250
2846,Bam Adebayo,26,MIA,Above Break,12,35,34.3,-10,250
2847,Ben Sheppard,22,IND,Above Break,16,73,21.9,-10,250
2848,Ben Simmons,27,BKN,Above Break,0,0,0.0,-10,250
2849,Bennedict Mathurin,22,IND,Above Break,69,189,36.5,-10,250
2850,Bilal Coulibaly,19,WAS,Above Break,27,89,30.3,-10,250
2851,Bismack Biyombo,31,OKC,Above Break,0,0,0.0,-10,250
2852,Blake Wesley,21,SAS,Above Break,4,35,11.4,-10,250
2853,Boban Marjanovic,35,HOU,Above Break,0,2,0.0,-10,250
2854,Bobby Portis,29,MIL,Above Break,57,138,41.3,-10,250
2855,Bogdan Bogdanovic,31,ATL,Above Break,182,493,36.9,-10,250
2856,Bojan Bogdanovic,35,NYK,Above Break,91,234,38.9,-10,250
2857,Bol Bol,24,PHX,Above Break,9,19,47.4,-10,250
2858,Bones Hyland,23,LAC,Above Break,38,116,32.8,-10,250
2859,Bradley Beal,31,PHX,Above Break,69,161,42.9,-10,250
2860,Brandin Podziemski,21,GSW,Above Break,71,184,38.6,-10,250
2861,Brandon Boston Jr.,22,LAC,Above Break,9,37,24.3,-10,250
2862,Brandon Clarke,27,MEM,Above Break,0,2,0.0,-10,250
2863,Brandon Ingram,26,NOP,Above Break,74,207,35.7,-10,250
2864,Brandon Miller,21,CHA,Above Break,147,395,37.2,-10,250
2865,Brandon Williams,24,DAL,Above Break,3,13,23.1,-10,250
2866,Braxton Key,27,DEN,Above Break,2,4,50.0,-10,250
2867,Brice Sensabaugh,20,UTA,Above Break,22,81,27.2,-10,250
2868,Brook Lopez,36,MIL,Above Break,124,345,35.9,-10,250
2869,Bruce Brown,27,TOR,Above Break,31,98,31.6,-10,250
2870,Bruno Fernando,25,ATL,Above Break,0,4,0.0,-10,250
2871,Bryce McGowens,21,CHA,Above Break,17,61,27.9,-10,250
2872,Buddy Boeheim,24,DET,Above Break,7,20,35.0,-10,250
2873,Buddy Hield,31,PHI,Above Break,171,461,37.1,-10,250
2874,CJ McCollum,32,NOP,Above Break,208,489,42.5,-10,250
2875,Cade Cunningham,22,DET,Above Break,103,286,36.0,-10,250
2876,Caleb Houstan,21,ORL,Above Break,42,118,35.6,-10,250
2877,Caleb Martin,28,MIA,Above Break,48,136,35.3,-10,250
2878,Cam Reddish,24,LAL,Above Break,14,42,33.3,-10,250
2879,Cam Thomas,22,BKN,Above Break,116,337,34.4,-10,250
2880,Cam Whitmore,19,HOU,Above Break,63,175,36.0,-10,250
2881,Cameron Johnson,28,BKN,Above Break,83,232,35.8,-10,250
2882,Cameron Payne,29,PHI,Above Break,95,230,41.3,-10,250
2883,Caris LeVert,29,CLE,Above Break,86,262,32.8,-10,250
2884,Cason Wallace,20,OKC,Above Break,43,111,38.7,-10,250
2885,Cedi Osman,29,SAS,Above Break,61,167,36.5,-10,250
2886,Charles Bassey,23,SAS,Above Break,0,1,0.0,-10,250
2887,Charlie Brown Jr.,27,NYK,Above Break,1,5,20.0,-10,250
2888,Chet Holmgren,22,OKC,Above Break,117,308,38.0,-10,250
2889,Chimezie Metu,27,DET,Above Break,18,63,28.6,-10,250
2890,Chris Boucher,31,TOR,Above Break,20,51,39.2,-10,250
2891,Chris Duarte,27,SAC,Above Break,27,82,32.9,-10,250
2892,Chris Livingston,20,MIL,Above Break,0,2,0.0,-10,250
2893,Chris Paul,39,GSW,Above Break,69,168,41.1,-10,250
2894,Christian Braun,23,DEN,Above Break,45,105,42.9,-10,250
2895,Christian Wood,28,LAL,Above Break,26,87,29.9,-10,250
2896,Chuma Okeke,25,ORL,Above Break,13,56,23.2,-10,250
2897,Clint Capela,30,ATL,Above Break,0,0,0.0,-10,250
2898,Coby White,24,CHI,Above Break,178,477,37.3,-10,250
2899,Cody Martin,28,CHA,Above Break,16,54,29.6,-10,250
2900,Cody Zeller,31,NOP,Above Break,1,3,33.3,-10,250
2901,Colby Jones,22,SAC,Above Break,1,14,7.1,-10,250
2902,Cole Anthony,24,ORL,Above Break,74,214,34.6,-10,250
2903,Cole Swider,25,MIA,Above Break,6,22,27.3,-10,250
2904,Colin Castleton,24,LAL,Above Break,0,0,0.0,-10,250
2905,Collin Gillespie,25,DEN,Above Break,13,34,38.2,-10,250
2906,Collin Sexton,25,UTA,Above Break,95,247,38.5,-10,250
2907,Corey Kispert,25,WAS,Above Break,144,370,38.9,-10,250
2908,Cory Joseph,32,GSW,Above Break,8,28,28.6,-10,250
2909,Craig Porter Jr.,24,CLE,Above Break,11,27,40.7,-10,250
2910,D'Angelo Russell,28,LAL,Above Break,198,467,42.4,-10,250
2911,D'Moi Hodge,25,LAL,Above Break,2,9,22.2,-10,250
2912,D.J. Carton,23,TOR,Above Break,0,1,0.0,-10,250
2913,D.J. Wilson,28,ORL,Above Break,1,1,100.0,-10,250
2914,DaQuan Jeffries,26,NYK,Above Break,1,6,16.7,-10,250
2915,Daishen Nix,22,MIN,Above Break,6,14,42.9,-10,250
2916,Dalano Banton,24,POR,Above Break,49,168,29.2,-10,250
2917,Dalen Terry,21,CHI,Above Break,6,39,15.4,-10,250
2918,Damian Jones,29,CLE,Above Break,1,8,12.5,-10,250
2919,Damian Lillard,33,MIL,Above Break,209,578,36.2,-10,250
2920,Daniel Gafford,25,DAL,Above Break,0,0,0.0,-10,250
2921,Daniel Theis,32,LAC,Above Break,20,51,39.2,-10,250
2922,Danilo Gallinari,35,MIL,Above Break,25,83,30.1,-10,250
2923,Danny Green,37,PHI,Above Break,0,0,0.0,-10,250
2924,Dante Exum,28,DAL,Above Break,32,59,54.2,-10,250
2925,Danuel House Jr.,31,PHI,Above Break,6,22,27.3,-10,250
2926,Dario Saric,30,GSW,Above Break,68,172,39.5,-10,250
2927,Dariq Whitehead,19,BKN,Above Break,0,2,0.0,-10,250
2928,Darius Bazley,24,UTA,Above Break,0,3,0.0,-10,250
2929,Darius Garland,24,CLE,Above Break,110,304,36.2,-10,250
2930,David Duke Jr.,24,SAS,Above Break,2,4,50.0,-10,250
2931,David Roddy,23,PHX,Above Break,29,110,26.4,-10,250
2932,Davion Mitchell,25,SAC,Above Break,36,111,32.4,-10,250
2933,Davis Bertans,31,CHA,Above Break,59,152,38.8,-10,250
2934,Day'Ron Sharpe,22,BKN,Above Break,3,11,27.3,-10,250
2935,De'Aaron Fox,26,SAC,Above Break,179,496,36.1,-10,250
2936,De'Andre Hunter,26,ATL,Above Break,76,203,37.4,-10,250
2937,De'Anthony Melton,26,PHI,Above Break,64,173,37.0,-10,250
2938,DeAndre Jordan,35,DEN,Above Break,0,0,0.0,-10,250
